discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,athlete_full_name,country_name,country_code,country_3_letter_code
Speed skating,beijing-2022,Men's Team Pursuit,Men,BRONZE,GameTeam,,United States of America,US,USA
Speed skating,beijing-2022,Women's 1500m,Women,SILVER,Athlete,Miho TAKAGI,Japan,JP,JPN
Speed skating,beijing-2022,Women's 1500m,Women,BRONZE,Athlete,Antoinette DE JONG,Netherlands,NL,NED
Speed skating,beijing-2022,Women's 1500m,Women,GOLD,Athlete,Ireen WÜST,Netherlands,NL,NED
Speed skating,beijing-2022,Women's 500m,Women,GOLD,Athlete,Erin JACKSON,United States of America,US,USA
Speed skating,beijing-2022,Women's 500m,Women,BRONZE,Athlete,Angelina GOLIKOVA,ROC,ROC,ROC
Speed skating,beijing-2022,Women's 500m,Women,SILVER,Athlete,Miho TAKAGI,Japan,JP,JPN
Speed skating,beijing-2022,Men's 500m,Men,GOLD,Athlete,Tingyu GAO,People's Republic of China,CN,CHN
Speed skating,beijing-2022,Men's 500m,Men,SILVER,Athlete,Min Kyu CHA,Republic of Korea,KR,KOR
Speed skating,beijing-2022,Men's 500m,Men,BRONZE,Athlete,Wataru MORISHIGE,Japan,JP,JPN
Nordic Combined,beijing-2022,Individual Gundersen Normal Hill/10km,Men,SILVER,Athlete,Joergen GRAABAK,Norway,NO,NOR
Nordic Combined,beijing-2022,Individual Gundersen Normal Hill/10km,Men,GOLD,Athlete,Vinzenz GEIGER,Germany,DE,GER
Nordic Combined,beijing-2022,Individual Gundersen Normal Hill/10km,Men,BRONZE,Athlete,Lukas GREIDERER,Austria,AT,AUT
Nordic Combined,beijing-2022,Individual Gundersen Large Hill/10km,Men,BRONZE,Athlete,Akito WATABE,Japan,JP,JPN
Nordic Combined,beijing-2022,Individual Gundersen Large Hill/10km,Men,GOLD,Athlete,Joergen GRAABAK,Norway,NO,NOR
Nordic Combined,beijing-2022,Individual Gundersen Large Hill/10km,Men,SILVER,Athlete,Jens Luraas OFTEBRO,Norway,NO,NOR
Nordic Combined,beijing-2022,Team Gundersen Large Hill/4x5km,Men,GOLD,GameTeam,,Norway,NO,NOR
Nordic Combined,beijing-2022,Team Gundersen Large Hill/4x5km,Men,SILVER,GameTeam,,Germany,DE,GER
Nordic Combined,beijing-2022,Team Gundersen Large Hill/4x5km,Men,BRONZE,GameTeam,,Japan,JP,JPN
Bobsleigh,beijing-2022,4-man,Open,GOLD,GameTeam,,Germany,DE,GER
Bobsleigh,beijing-2022,4-man,Open,SILVER,GameTeam,,Germany,DE,GER
Bobsleigh,beijing-2022,4-man,Open,BRONZE,GameTeam,,Canada,CA,CAN
Bobsleigh,beijing-2022,Women's Monobob,Women,SILVER,Athlete,Elana MEYERS TAYLOR,United States of America,US,USA
Bobsleigh,beijing-2022,Women's Monobob,Women,BRONZE,Athlete,Christine DE BRUIN,Canada,CA,CAN
Bobsleigh,beijing-2022,Women's Monobob,Women,GOLD,Athlete,Kaillie HUMPHRIES,United States of America,US,USA
Bobsleigh,beijing-2022,2-man,Men,GOLD,GameTeam,Francesco FRIEDRICH,Germany,DE,GER
Bobsleigh,beijing-2022,2-man,Men,GOLD,GameTeam,Thorsten MARGIS,Germany,DE,GER
Bobsleigh,beijing-2022,2-man,Men,SILVER,GameTeam,Johannes LOCHNER,Germany,DE,GER
Bobsleigh,beijing-2022,2-man,Men,SILVER,GameTeam,Florian BAUER,Germany,DE,GER
Bobsleigh,beijing-2022,2-man,Men,BRONZE,GameTeam,Christoph HAFER,Germany,DE,GER
Bobsleigh,beijing-2022,2-man,Men,BRONZE,GameTeam,Matthias SOMMER,Germany,DE,GER
Bobsleigh,beijing-2022,2-woman,Women,GOLD,GameTeam,Laura NOLTE,Germany,DE,GER
Bobsleigh,beijing-2022,2-woman,Women,GOLD,GameTeam,Deborah LEVI,Germany,DE,GER
Bobsleigh,beijing-2022,2-woman,Women,SILVER,GameTeam,Mariama JAMANKA,Germany,DE,GER
Bobsleigh,beijing-2022,2-woman,Women,SILVER,GameTeam,Alexandra BURGHARDT,Germany,DE,GER
Bobsleigh,beijing-2022,2-woman,Women,BRONZE,GameTeam,Elana MEYERS TAYLOR,United States of America,US,USA
Bobsleigh,beijing-2022,2-woman,Women,BRONZE,GameTeam,Sylvia HOFFMAN,United States of America,US,USA
Shooting,tokyo-2020,Trap Mixed Team,Mixed,GOLD,GameTeam,Fatima GALVEZ,Spain,ES,ESP
Shooting,tokyo-2020,Trap Mixed Team,Mixed,GOLD,GameTeam,Alberto FERNANDEZ,Spain,ES,ESP
Shooting,tokyo-2020,Trap Mixed Team,Mixed,SILVER,GameTeam,Alessandra PERILLI,San Marino,SM,SMR
Shooting,tokyo-2020,Trap Mixed Team,Mixed,SILVER,GameTeam,Gian Marco BERTI,San Marino,SM,SMR
Shooting,tokyo-2020,Trap Mixed Team,Mixed,BRONZE,GameTeam,Madelynn Ann BERNAU,United States of America,US,USA
Shooting,tokyo-2020,Trap Mixed Team,Mixed,BRONZE,GameTeam,Brian BURROWS,United States of America,US,USA
Shooting,tokyo-2020,50m Rifle 3 Positions women,Women,SILVER,Athlete,Yulia ZYKOVA,ROC,ROC,ROC
Shooting,tokyo-2020,50m Rifle 3 Positions women,Women,BRONZE,Athlete,Yulia KARIMOVA,ROC,ROC,ROC
Shooting,tokyo-2020,50m Rifle 3 Positions women,Women,GOLD,Athlete,Nina CHRISTEN,Switzerland,CH,SUI
Shooting,tokyo-2020,50m Rifle 3 Positions Men,Men,BRONZE,Athlete,Milenko SEBIC,Serbia,RS,SRB
Shooting,tokyo-2020,50m Rifle 3 Positions Men,Men,GOLD,Athlete,Changhong ZHANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,50m Rifle 3 Positions Men,Men,SILVER,Athlete,Sergey KAMENSKIY,ROC,ROC,ROC
Shooting,tokyo-2020,25m Rapid Fire Pistol Men,Men,GOLD,Athlete,Jean QUIQUAMPOIX,France,FR,FRA
Shooting,tokyo-2020,25m Rapid Fire Pistol Men,Men,SILVER,Athlete,Leuris PUPO,Cuba,CU,CUB
Shooting,tokyo-2020,25m Rapid Fire Pistol Men,Men,BRONZE,Athlete,Yuehong LI,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Rifle Men,Men,BRONZE,Athlete,Haoran YANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Rifle Men,Men,SILVER,Athlete,Lihao SHENG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Rifle Men,Men,GOLD,Athlete,William SHANER,United States of America,US,USA
Shooting,tokyo-2020,10m Air Rifle women,Women,BRONZE,Athlete,Nina CHRISTEN,Switzerland,CH,SUI
Shooting,tokyo-2020,10m Air Rifle women,Women,GOLD,Athlete,Qian YANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Rifle women,Women,SILVER,Athlete,Anastasiia GALASHINA,ROC,ROC,ROC
Shooting,tokyo-2020,Trap Men,Men,GOLD,Athlete,Jiri LIPTAK,Czech Republic,CZ,CZE
Shooting,tokyo-2020,Trap Men,Men,SILVER,Athlete,David KOSTELECKY,Czech Republic,CZ,CZE
Shooting,tokyo-2020,Trap Men,Men,BRONZE,Athlete,Matthew John COWARD HOLLEY,Great Britain,GB,GBR
Shooting,tokyo-2020,Skeet women,Women,SILVER,Athlete,Diana BACOSI,Italy,IT,ITA
Shooting,tokyo-2020,Skeet women,Women,BRONZE,Athlete,Meng WEI,People's Republic of China,CN,CHN
Shooting,tokyo-2020,Skeet women,Women,GOLD,Athlete,Amber ENGLISH,United States of America,US,USA
Shooting,tokyo-2020,Trap women,Women,BRONZE,Athlete,Alessandra PERILLI,San Marino,SM,SMR
Shooting,tokyo-2020,Trap women,Women,GOLD,Athlete,Zuzana STEFECEKOVA,Slovakia,SK,SVK
Shooting,tokyo-2020,Trap women,Women,SILVER,Athlete,Kayle BROWNING,United States of America,US,USA
Shooting,tokyo-2020,10m Air Pistol women,Women,GOLD,Athlete,Vitalina BATSARASHKINA,ROC,ROC,ROC
Shooting,tokyo-2020,10m Air Pistol women,Women,SILVER,Athlete,Antoaneta BONEVA,Bulgaria,BG,BUL
Shooting,tokyo-2020,10m Air Pistol women,Women,BRONZE,Athlete,Ranxin JIANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,GOLD,GameTeam,Qian YANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,GOLD,GameTeam,Haoran YANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,SILVER,GameTeam,Mary Carolynn TUCKER,United States of America,US,USA
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,SILVER,GameTeam,Lucas KOZENIESKY,United States of America,US,USA
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,BRONZE,GameTeam,Yulia KARIMOVA,ROC,ROC,ROC
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,BRONZE,GameTeam,Sergey KAMENSKIY,ROC,ROC,ROC
Shooting,tokyo-2020,25m Pistol Women,Women,BRONZE,Athlete,Jiaruixuan XIAO,People's Republic of China,CN,CHN
Shooting,tokyo-2020,25m Pistol Women,Women,GOLD,Athlete,Vitalina BATSARASHKINA,ROC,ROC,ROC
Shooting,tokyo-2020,25m Pistol Women,Women,SILVER,Athlete,Minjung KIM,Republic of Korea,KR,KOR
Shooting,tokyo-2020,10m Air Pistol Men,Men,SILVER,Athlete,Damir MIKEC,Serbia,RS,SRB
Shooting,tokyo-2020,10m Air Pistol Men,Men,BRONZE,Athlete,Wei PANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Pistol Men,Men,GOLD,Athlete,Javad FOROUGHI,Islamic Republic of Iran,IR,IRI
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,GOLD,GameTeam,Ranxin JIANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,GOLD,GameTeam,Wei PANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,SILVER,GameTeam,Vitalina BATSARASHKINA,ROC,ROC,ROC
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,SILVER,GameTeam,Artem CHERNOUSOV,ROC,ROC,ROC
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,BRONZE,GameTeam,Olena KOSTEVYCH,Ukraine,UA,UKR
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,BRONZE,GameTeam,Oleh OMELCHUK,Ukraine,UA,UKR
Shooting,tokyo-2020,Skeet Men,Men,BRONZE,Athlete,Abdullah ALRASHIDI,Kuwait,KW,KUW
Shooting,tokyo-2020,Skeet Men,Men,GOLD,Athlete,Vincent HANCOCK,United States of America,US,USA
Shooting,tokyo-2020,Skeet Men,Men,SILVER,Athlete,Jesper HANSEN,Denmark,DK,DEN
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,GOLD,GameTeam,Zongyuan WANG,People's Republic of China,CN,CHN
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,GOLD,GameTeam,Siyi XIE,People's Republic of China,CN,CHN
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,SILVER,GameTeam,Andrew CAPOBIANCO,United States of America,US,USA
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,SILVER,GameTeam,Mike HIXON,United States of America,US,USA
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,BRONZE,GameTeam,Patrick HAUSDING,Germany,DE,GER
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,BRONZE,GameTeam,Lars RUDIGER,Germany,DE,GER
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,GOLD,GameTeam,Tingmao SHI,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,GOLD,GameTeam,Han WANG,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,SILVER,GameTeam,Jennifer ABEL,Canada,CA,CAN
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,SILVER,GameTeam,Melissa CITRINI BEAULIEU,Canada,CA,CAN
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,BRONZE,GameTeam,Lena HENTSCHEL,Germany,DE,GER
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,BRONZE,GameTeam,Tina PUNZEL,Germany,DE,GER
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,GOLD,GameTeam,Thomas DALEY,Great Britain,GB,GBR
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,GOLD,GameTeam,Matty LEE,Great Britain,GB,GBR
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,SILVER,GameTeam,Yuan CAO,People's Republic of China,CN,CHN
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,SILVER,GameTeam,Aisen CHEN,People's Republic of China,CN,CHN
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,BRONZE,GameTeam,Aleksandr BONDAR,ROC,ROC,ROC
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,BRONZE,GameTeam,Viktor MINIBAEV,ROC,ROC,ROC
Diving,tokyo-2020,Men's 3m Springboard,Men,BRONZE,Athlete,Jack LAUGHER,Great Britain,GB,GBR
Diving,tokyo-2020,Men's 3m Springboard,Men,SILVER,Athlete,Zongyuan WANG,People's Republic of China,CN,CHN
Diving,tokyo-2020,Men's 3m Springboard,Men,GOLD,Athlete,Siyi XIE,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,GOLD,GameTeam,Yuxi CHEN,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,GOLD,GameTeam,Jiaqi ZHANG,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,SILVER,GameTeam,Jessica PARRATTO,United States of America,US,USA
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,SILVER,GameTeam,Delaney SCHNELL,United States of America,US,USA
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,BRONZE,GameTeam,Gabriela Belem AGUNDEZ GARCIA,Mexico,MX,MEX
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,BRONZE,GameTeam,Alejandra OROZCO,Mexico,MX,MEX
Diving,tokyo-2020,Women's 10m Platform,Women,SILVER,Athlete,Yuxi CHEN,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's 10m Platform,Women,BRONZE,Athlete,Melissa WU,Australia,AU,AUS
Diving,tokyo-2020,Women's 10m Platform,Women,GOLD,Athlete,Hongchan QUAN,People's Republic of China,CN,CHN
Diving,tokyo-2020,Men's 10m Platform,Men,BRONZE,Athlete,Thomas DALEY,Great Britain,GB,GBR
Diving,tokyo-2020,Men's 10m Platform,Men,SILVER,Athlete,Jian YANG,People's Republic of China,CN,CHN
Diving,tokyo-2020,Men's 10m Platform,Men,GOLD,Athlete,Yuan CAO,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's 3m Springboard,Women,SILVER,Athlete,Han WANG,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's 3m Springboard,Women,GOLD,Athlete,Tingmao SHI,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's 3m Springboard,Women,BRONZE,Athlete,Krysta PALMER,United States of America,US,USA
Canoe Sprint,tokyo-2020,Women's Canoe Single 200m,Women,SILVER,Athlete,Laurence VINCENT-LAPOINTE,Canada,CA,CAN
Canoe Sprint,tokyo-2020,Women's Canoe Single 200m,Women,BRONZE,Athlete,Liudmyla LUZAN,Ukraine,UA,UKR
Canoe Sprint,tokyo-2020,Women's Canoe Single 200m,Women,GOLD,Athlete,Nevin HARRISON,United States of America,US,USA
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,GOLD,GameTeam,Serguey TORRES,Cuba,CU,CUB
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,GOLD,GameTeam,Fernando Dayan JORGE,Cuba,CU,CUB
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,SILVER,GameTeam,Hao LIU,People's Republic of China,CN,CHN
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,SILVER,GameTeam,Pengfei ZHENG,People's Republic of China,CN,CHN
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,BRONZE,GameTeam,Sebastian BRENDEL,Germany,DE,GER
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,BRONZE,GameTeam,Tim HECKER,Germany,DE,GER
Canoe Sprint,tokyo-2020,Men's Kayak Four 500m,Men,GOLD,GameTeam,,Germany,DE,GER
Canoe Sprint,tokyo-2020,Men's Kayak Four 500m,Men,SILVER,GameTeam,,Spain,ES,ESP
Canoe Sprint,tokyo-2020,Men's Kayak Four 500m,Men,BRONZE,GameTeam,,Slovakia,SK,SVK
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,GOLD,GameTeam,Jean VAN DER WESTHUYZEN,Australia,AU,AUS
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,GOLD,GameTeam,Thomas GREEN,Australia,AU,AUS
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,SILVER,GameTeam,Max HOFF,Germany,DE,GER
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,SILVER,GameTeam,Jacob SCHOPF,Germany,DE,GER
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,BRONZE,GameTeam,Josef DOSTAL,Czech Republic,CZ,CZE
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,BRONZE,GameTeam,Radek SLOUF,Czech Republic,CZ,CZE
Canoe Sprint,tokyo-2020,Women's Kayak Single 200m,Women,GOLD,Athlete,Lisa CARRINGTON,New Zealand,NZ,NZL
Canoe Sprint,tokyo-2020,Women's Kayak Single 200m,Women,BRONZE,Athlete,Emma JORGENSEN,Denmark,DK,DEN
Canoe Sprint,tokyo-2020,Women's Kayak Single 200m,Women,SILVER,Athlete,Teresa PORTELA,Spain,ES,ESP
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,GOLD,GameTeam,Shixiao XU,People's Republic of China,CN,CHN
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,GOLD,GameTeam,Mengya SUN,People's Republic of China,CN,CHN
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,SILVER,GameTeam,Liudmyla LUZAN,Ukraine,UA,UKR
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,SILVER,GameTeam,Anastasiia CHETVERIKOVA,Ukraine,UA,UKR
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,BRONZE,GameTeam,Laurence VINCENT-LAPOINTE,Canada,CA,CAN
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,BRONZE,GameTeam,Katie VINCENT,Canada,CA,CAN
Canoe Sprint,tokyo-2020,Women's Kayak Single 500m,Women,GOLD,Athlete,Lisa CARRINGTON,New Zealand,NZ,NZL
Canoe Sprint,tokyo-2020,Women's Kayak Single 500m,Women,SILVER,Athlete,Tamara CSIPES,Hungary,HU,HUN
Canoe Sprint,tokyo-2020,Women's Kayak Single 500m,Women,BRONZE,Athlete,Emma JORGENSEN,Denmark,DK,DEN
Canoe Sprint,tokyo-2020,Women's Kayak Four 500m,Women,GOLD,GameTeam,,Hungary,HU,HUN
Canoe Sprint,tokyo-2020,Women's Kayak Four 500m,Women,SILVER,GameTeam,,Belarus,BY,BLR
Canoe Sprint,tokyo-2020,Women's Kayak Four 500m,Women,BRONZE,GameTeam,,Poland,PL,POL
Canoe Sprint,tokyo-2020,Men's Canoe Single 1000m,Men,BRONZE,Athlete,Serghei TARNOVSCHI,Republic of Moldova,MD,MDA
Canoe Sprint,tokyo-2020,Men's Canoe Single 1000m,Men,SILVER,Athlete,Hao LIU,People's Republic of China,CN,CHN
Canoe Sprint,tokyo-2020,Men's Canoe Single 1000m,Men,GOLD,Athlete,Isaquias QUEIROZ DOS SANTOS,Brazil,BR,BRA
Canoe Sprint,tokyo-2020,Men's Kayak Single 1000m,Men,SILVER,Athlete,Adam VARGA,Hungary,HU,HUN
Canoe Sprint,tokyo-2020,Men's Kayak Single 1000m,Men,GOLD,Athlete,Balint KOPASZ,Hungary,HU,HUN
Canoe Sprint,tokyo-2020,Men's Kayak Single 1000m,Men,BRONZE,Athlete,Fernando PIMENTA,Portugal,PT,POR
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,GOLD,GameTeam,Lisa CARRINGTON,New Zealand,NZ,NZL
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,GOLD,GameTeam,Caitlin RYAN,New Zealand,NZ,NZL
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,SILVER,GameTeam,Karolina NAJA,Poland,PL,POL
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,SILVER,GameTeam,Anna PULAWSKA,Poland,PL,POL
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,BRONZE,GameTeam,Danuta KOZAK,Hungary,HU,HUN
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,BRONZE,GameTeam,Dora BODONYI,Hungary,HU,HUN
Canoe Sprint,tokyo-2020,Men's Kayak Single 200m,Men,BRONZE,Athlete,Liam HEATH,Great Britain,GB,GBR
Canoe Sprint,tokyo-2020,Men's Kayak Single 200m,Men,GOLD,Athlete,Sandor TOTKA,Hungary,HU,HUN
Canoe Sprint,tokyo-2020,Men's Kayak Single 200m,Men,SILVER,Athlete,Manfredi RIZZA,Italy,IT,ITA
Cycling Road,tokyo-2020,Women's Road Race,Women,SILVER,Athlete,Annemiek VAN VLEUTEN,Netherlands,NL,NED
Cycling Road,tokyo-2020,Women's Road Race,Women,GOLD,Athlete,Anna KIESENHOFER,Austria,AT,AUT
Cycling Road,tokyo-2020,Women's Road Race,Women,BRONZE,Athlete,Elisa LONGO BORGHINI,Italy,IT,ITA
Cycling Road,tokyo-2020,Women's Individual Time Trial,Women,BRONZE,Athlete,Anna VAN DER BREGGEN,Netherlands,NL,NED
Cycling Road,tokyo-2020,Women's Individual Time Trial,Women,GOLD,Athlete,Annemiek VAN VLEUTEN,Netherlands,NL,NED
Cycling Road,tokyo-2020,Women's Individual Time Trial,Women,SILVER,Athlete,Marlen REUSSER,Switzerland,CH,SUI
Cycling Road,tokyo-2020,Men's Individual Time Trial,Men,GOLD,Athlete,Primoz ROGLIC,Slovenia,SI,SLO
Cycling Road,tokyo-2020,Men's Individual Time Trial,Men,BRONZE,Athlete,Rohan DENNIS,Australia,AU,AUS
Cycling Road,tokyo-2020,Men's Individual Time Trial,Men,SILVER,Athlete,Tom DUMOULIN,Netherlands,NL,NED
Cycling Road,tokyo-2020,Men's Road Race,Men,GOLD,Athlete,Richard CARAPAZ,Ecuador,EC,ECU
Cycling Road,tokyo-2020,Men's Road Race,Men,BRONZE,Athlete,Tadej POGACAR,Slovenia,SI,SLO
Cycling Road,tokyo-2020,Men's Road Race,Men,SILVER,Athlete,Wout VAN AERT,Belgium,BE,BEL
Football,tokyo-2020,Women,Women,GOLD,GameTeam,,Canada,CA,CAN
Football,tokyo-2020,Women,Women,SILVER,GameTeam,,Sweden,SE,SWE
Football,tokyo-2020,Women,Women,BRONZE,GameTeam,,United States of America,US,USA
Football,tokyo-2020,Men,Men,GOLD,GameTeam,,Brazil,BR,BRA
Football,tokyo-2020,Men,Men,SILVER,GameTeam,,Spain,ES,ESP
Football,tokyo-2020,Men,Men,BRONZE,GameTeam,,Mexico,MX,MEX
Boxing,tokyo-2020,Men's Welter (63-69kg),Men,SILVER,Athlete,Pat MCCORMACK,Great Britain,GB,GBR
Boxing,tokyo-2020,Men's Welter (63-69kg),Men,BRONZE,Athlete,Aidan WALSH,Ireland,IE,IRL
Boxing,tokyo-2020,Men's Welter (63-69kg),Men,BRONZE,Athlete,Andrei ZAMKOVOI,ROC,ROC,ROC
Boxing,tokyo-2020,Men's Welter (63-69kg),Men,GOLD,Athlete,Roniel IGLESIAS,Cuba,CU,CUB
Boxing,tokyo-2020,Men's Middle (69-75kg),Men,GOLD,Athlete,Hebert SOUSA,Brazil,BR,BRA
Boxing,tokyo-2020,Men's Middle (69-75kg),Men,BRONZE,Athlete,Gleb BAKSHI,ROC,ROC,ROC
Boxing,tokyo-2020,Men's Middle (69-75kg),Men,SILVER,Athlete,Oleksandr KHYZHNIAK,Ukraine,UA,UKR
Boxing,tokyo-2020,Men's Middle (69-75kg),Men,BRONZE,Athlete,Eumir MARCIAL,Philippines,PH,PHI
Boxing,tokyo-2020,Men's Super Heavy (+91kg),Men,BRONZE,Athlete,Kamshybek KUNKABAYEV,Kazakhstan,KZ,KAZ
Boxing,tokyo-2020,Men's Super Heavy (+91kg),Men,GOLD,Athlete,Bakhodir JALOLOV,Uzbekistan,UZ,UZB
Boxing,tokyo-2020,Men's Super Heavy (+91kg),Men,SILVER,Athlete,Richard TORREZ JR,United States of America,US,USA
Boxing,tokyo-2020,Men's Super Heavy (+91kg),Men,BRONZE,Athlete,Frazer CLARKE,Great Britain,GB,GBR
Boxing,tokyo-2020,Men's Light Heavy (75-81kg),Men,SILVER,Athlete,Benjamin WHITTAKER,Great Britain,GB,GBR
Boxing,tokyo-2020,Men's Light Heavy (75-81kg),Men,BRONZE,Athlete,Loren Berto ALFONSO DOMINGUEZ,Azerbaijan,AZ,AZE
Boxing,tokyo-2020,Men's Light Heavy (75-81kg),Men,GOLD,Athlete,Arlen LOPEZ,Cuba,CU,CUB
Boxing,tokyo-2020,Men's Light Heavy (75-81kg),Men,BRONZE,Athlete,Imam KHATAEV,ROC,ROC,ROC
Boxing,tokyo-2020,Men's Feather (52-57kg),Men,SILVER,Athlete,Duke RAGAN,United States of America,US,USA
Boxing,tokyo-2020,Men's Feather (52-57kg),Men,BRONZE,Athlete,Samuel TAKYI,Ghana,GH,GHA
Boxing,tokyo-2020,Men's Feather (52-57kg),Men,GOLD,Athlete,Albert BATYRGAZIEV,ROC,ROC,ROC
Boxing,tokyo-2020,Men's Feather (52-57kg),Men,BRONZE,Athlete,Lazaro ALVAREZ ESTRADA,Cuba,CU,CUB
Boxing,tokyo-2020,Men's Heavy (81-91kg),Men,BRONZE,Athlete,Abner TEIXEIRA,Brazil,BR,BRA
Boxing,tokyo-2020,Men's Heavy (81-91kg),Men,SILVER,Athlete,Muslim GADZHIMAGOMEDOV,ROC,ROC,ROC
Boxing,tokyo-2020,Men's Heavy (81-91kg),Men,BRONZE,Athlete,David NYIKA,New Zealand,NZ,NZL
Boxing,tokyo-2020,Men's Heavy (81-91kg),Men,GOLD,Athlete,Julio LA CRUZ PERAZA,Cuba,CU,CUB
Boxing,tokyo-2020,Women's Middle (69-75kg),Women,BRONZE,Athlete,Zenfira MAGOMEDALIEVA,ROC,ROC,ROC
Boxing,tokyo-2020,Women's Middle (69-75kg),Women,GOLD,Athlete,Lauren PRICE,Great Britain,GB,GBR
Boxing,tokyo-2020,Women's Middle (69-75kg),Women,BRONZE,Athlete,Nouchka FONTIJN,Netherlands,NL,NED
Boxing,tokyo-2020,Women's Middle (69-75kg),Women,SILVER,Athlete,Qian LI,People's Republic of China,CN,CHN
Boxing,tokyo-2020,Women's Light (57-60kg),Women,GOLD,Athlete,Kellie Anne HARRINGTON,Ireland,IE,IRL
Boxing,tokyo-2020,Women's Light (57-60kg),Women,SILVER,Athlete,Beatriz FERREIRA,Brazil,BR,BRA
Boxing,tokyo-2020,Women's Light (57-60kg),Women,BRONZE,Athlete,Mira POTKONEN,Finland,FI,FIN
